img_path,true_class,top_n预测正确,top-1-predicted-class,top-1-probs,top-2-predicted-class,top-2-probs,top-3-predicted-class,top-3-probs,class_云南省_prob,class_广西省_prob,class_未知_prob,class_浙江省_prob,class_贵州省_prob,class_陕西省_prob
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\486.png,云南省,1,云南省,0.99994,陕西省,6e-05,广西省,0.0,0.99994,0.0,0.0,0.0,0.0,6e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4861.png,浙江省,1,浙江省,0.99999,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.99999,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4869.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4870.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4880.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4881.png,浙江省,1,浙江省,0.97707,陕西省,0.02292,广西省,1e-05,0.0,1e-05,0.0,0.97707,0.0,0.02292
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4892.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4894.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4905.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4909.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4912.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4913.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4920.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4921.png,浙江省,1,浙江省,0.99999,陕西省,1e-05,云南省,0.0,0.0,0.0,0.0,0.99999,0.0,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4925.png,浙江省,1,浙江省,0.99829,陕西省,0.00171,云南省,0.0,0.0,0.0,0.0,0.99829,0.0,0.00171
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4938.png,浙江省,1,浙江省,0.99333,广西省,0.00657,陕西省,0.0001,0.0,0.00657,0.0,0.99333,0.0,0.0001
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4940.png,浙江省,1,浙江省,0.99999,贵州省,1e-05,云南省,0.0,0.0,0.0,0.0,0.99999,1e-05,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4941.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4942.png,浙江省,1,浙江省,0.99983,广西省,0.00015,陕西省,2e-05,0.0,0.00015,0.0,0.99983,0.0,2e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4944.png,浙江省,1,浙江省,0.99999,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.99999,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4950.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4951.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4958.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\497.png,广西省,1,广西省,0.99077,陕西省,0.00476,云南省,0.00305,0.00305,0.99077,0.0,0.0,0.00142,0.00476
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4971.png,浙江省,1,浙江省,0.99898,贵州省,0.00102,云南省,0.0,0.0,0.0,0.0,0.99898,0.00102,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4978.png,浙江省,1,浙江省,0.96925,贵州省,0.01705,广西省,0.0137,0.0,0.0137,0.0,0.96925,0.01705,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4982.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4988.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\4994.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5.png,云南省,1,云南省,0.99974,广西省,0.00011,贵州省,8e-05,0.99974,0.00011,0.0,5e-05,8e-05,3e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\500.png,广西省,1,广西省,0.99998,陕西省,1e-05,云南省,0.0,0.0,0.99998,0.0,0.0,0.0,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5006.png,浙江省,1,浙江省,0.99995,广西省,5e-05,云南省,0.0,0.0,5e-05,0.0,0.99995,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5030.png,浙江省,1,浙江省,0.99897,贵州省,0.00102,陕西省,1e-05,0.0,0.0,0.0,0.99897,0.00102,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5032.png,浙江省,1,浙江省,0.98584,广西省,0.01254,贵州省,0.00107,0.0,0.01254,0.0,0.98584,0.00107,0.00055
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5039.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5043.png,浙江省,1,浙江省,0.99997,陕西省,3e-05,云南省,0.0,0.0,0.0,0.0,0.99997,0.0,3e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5045.png,浙江省,1,浙江省,0.99723,广西省,0.00266,陕西省,0.00011,0.0,0.00266,0.0,0.99723,0.0,0.00011
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5053.png,浙江省,1,浙江省,0.9997,陕西省,0.00023,广西省,6e-05,0.0,6e-05,0.0,0.9997,0.0,0.00023
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5054.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5057.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5058.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5061.png,浙江省,1,浙江省,0.98783,广西省,0.01213,陕西省,3e-05,1e-05,0.01213,0.0,0.98783,0.0,3e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5062.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5063.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5066.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5069.png,浙江省,1,浙江省,0.99993,陕西省,7e-05,云南省,0.0,0.0,0.0,0.0,0.99993,0.0,7e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5075.png,浙江省,1,浙江省,0.99981,广西省,0.00019,云南省,0.0,0.0,0.00019,0.0,0.99981,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5076.png,浙江省,1,浙江省,0.99998,广西省,1e-05,云南省,0.0,0.0,1e-05,0.0,0.99998,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5081.png,浙江省,1,浙江省,0.99992,广西省,7e-05,云南省,1e-05,1e-05,7e-05,0.0,0.99992,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5084.png,浙江省,1,浙江省,0.99957,广西省,0.00027,陕西省,0.00013,3e-05,0.00027,0.0,0.99957,0.0,0.00013
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5085.png,浙江省,1,浙江省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5092.png,浙江省,1,浙江省,0.99356,广西省,0.00596,未知,0.0003,0.0001,0.00596,0.0003,0.99356,0.0,8e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\51.png,云南省,1,云南省,0.99991,陕西省,9e-05,广西省,0.0,0.99991,0.0,0.0,0.0,0.0,9e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5100.png,浙江省,1,浙江省,0.99998,陕西省,1e-05,云南省,0.0,0.0,0.0,0.0,0.99998,0.0,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5102.png,浙江省,1,浙江省,0.99948,广西省,0.00025,未知,0.00015,1e-05,0.00025,0.00015,0.99948,0.0,0.00011
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5112.png,浙江省,1,浙江省,0.99993,广西省,3e-05,未知,2e-05,0.0,3e-05,2e-05,0.99993,0.0,2e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5120.png,贵州省,1,贵州省,0.99992,浙江省,4e-05,云南省,1e-05,1e-05,1e-05,1e-05,4e-05,0.99992,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5131.png,贵州省,1,贵州省,0.99946,浙江省,0.0004,广西省,0.00012,0.0,0.00012,1e-05,0.0004,0.99946,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5132.png,贵州省,1,贵州省,0.99962,未知,0.00031,浙江省,6e-05,1e-05,1e-05,0.00031,6e-05,0.99962,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5137.png,贵州省,1,贵州省,0.99984,广西省,0.00016,云南省,0.0,0.0,0.00016,0.0,0.0,0.99984,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5139.png,贵州省,1,贵州省,0.9991,浙江省,0.00053,广西省,0.00036,1e-05,0.00036,0.0,0.00053,0.9991,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5140.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5141.png,贵州省,1,贵州省,0.99984,广西省,0.00015,云南省,0.0,0.0,0.00015,0.0,0.0,0.99984,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5143.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5148.png,贵州省,1,贵州省,0.99978,云南省,0.00016,广西省,5e-05,0.00016,5e-05,0.0,0.0,0.99978,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5149.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5152.png,贵州省,1,贵州省,0.99997,云南省,2e-05,广西省,1e-05,2e-05,1e-05,0.0,0.0,0.99997,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5160.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5161.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5165.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5167.png,贵州省,1,贵州省,0.99974,浙江省,0.00022,广西省,3e-05,0.0,3e-05,1e-05,0.00022,0.99974,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5168.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5175.png,贵州省,1,贵州省,0.99991,广西省,8e-05,云南省,0.0,0.0,8e-05,0.0,0.0,0.99991,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5176.png,贵州省,1,贵州省,0.99938,未知,0.00059,陕西省,2e-05,0.0,0.0,0.00059,0.0,0.99938,2e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5182.png,贵州省,1,贵州省,0.99993,浙江省,4e-05,广西省,3e-05,1e-05,3e-05,0.0,4e-05,0.99993,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5183.png,贵州省,1,贵州省,0.99993,浙江省,6e-05,广西省,1e-05,0.0,1e-05,0.0,6e-05,0.99993,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5184.png,贵州省,1,贵州省,0.99987,广西省,0.00013,云南省,1e-05,1e-05,0.00013,0.0,0.0,0.99987,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5186.png,贵州省,1,贵州省,0.99988,云南省,6e-05,广西省,6e-05,6e-05,6e-05,0.0,0.0,0.99988,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5189.png,贵州省,1,贵州省,0.99983,广西省,0.00016,云南省,2e-05,2e-05,0.00016,0.0,0.0,0.99983,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5198.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5199.png,贵州省,1,贵州省,0.99977,浙江省,0.00014,云南省,6e-05,6e-05,3e-05,0.0,0.00014,0.99977,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\52.png,云南省,1,陕西省,0.78156,云南省,0.21482,广西省,0.00195,0.21482,0.00195,0.0,0.0,0.00167,0.78156
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5202.png,贵州省,1,贵州省,0.99987,广西省,0.00011,浙江省,1e-05,0.0,0.00011,0.0,1e-05,0.99987,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5205.png,贵州省,1,贵州省,0.99998,浙江省,1e-05,云南省,0.0,0.0,0.0,0.0,1e-05,0.99998,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5206.png,贵州省,1,贵州省,0.99997,云南省,2e-05,广西省,1e-05,2e-05,1e-05,0.0,0.0,0.99997,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\521.png,广西省,1,广西省,0.99988,陕西省,5e-05,云南省,4e-05,4e-05,0.99988,0.0,0.0,2e-05,5e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5212.png,贵州省,1,贵州省,0.99999,未知,1e-05,云南省,0.0,0.0,0.0,1e-05,0.0,0.99999,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5215.png,贵州省,1,贵州省,0.99998,广西省,1e-05,云南省,0.0,0.0,1e-05,0.0,0.0,0.99998,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5222.png,贵州省,1,贵州省,0.99996,云南省,2e-05,浙江省,2e-05,2e-05,0.0,0.0,2e-05,0.99996,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5232.png,贵州省,1,贵州省,0.99999,广西省,1e-05,浙江省,1e-05,0.0,1e-05,0.0,1e-05,0.99999,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5239.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\525.png,广西省,1,广西省,0.99697,贵州省,0.00299,陕西省,3e-05,1e-05,0.99697,0.0,0.0,0.00299,3e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5255.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5261.png,贵州省,1,贵州省,0.99998,云南省,2e-05,广西省,0.0,2e-05,0.0,0.0,0.0,0.99998,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5266.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5268.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\527.png,广西省,1,云南省,0.85424,广西省,0.14529,浙江省,0.00021,0.85424,0.14529,0.0,0.00021,0.00015,0.00011
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5272.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5277.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5301.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5307.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5321.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5322.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5323.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5324.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5326.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5328.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5329.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5333.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5336.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5342.png,贵州省,1,贵州省,0.99999,广西省,1e-05,云南省,0.0,0.0,1e-05,0.0,0.0,0.99999,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5348.png,贵州省,1,贵州省,0.99999,云南省,1e-05,广西省,0.0,1e-05,0.0,0.0,0.0,0.99999,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5355.png,贵州省,1,贵州省,0.99999,云南省,1e-05,广西省,0.0,1e-05,0.0,0.0,0.0,0.99999,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5357.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5368.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5369.png,贵州省,1,贵州省,0.99998,广西省,1e-05,陕西省,1e-05,0.0,1e-05,0.0,0.0,0.99998,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\538.png,广西省,1,陕西省,0.48202,云南省,0.43279,广西省,0.04886,0.43279,0.04886,0.0,0.0,0.03633,0.48202
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5381.png,贵州省,1,贵州省,0.99965,云南省,0.00032,广西省,2e-05,0.00032,2e-05,0.0,0.0,0.99965,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5387.png,贵州省,1,贵州省,0.9999,浙江省,8e-05,广西省,3e-05,0.0,3e-05,0.0,8e-05,0.9999,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5388.png,贵州省,1,贵州省,0.99982,浙江省,0.00015,广西省,3e-05,0.0,3e-05,0.0,0.00015,0.99982,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5395.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5398.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5411.png,贵州省,1,贵州省,0.99973,广西省,0.00017,陕西省,5e-05,0.0,0.00017,0.0,4e-05,0.99973,5e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5416.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5427.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5436.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5440.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5443.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5445.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5447.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5450.png,贵州省,1,贵州省,0.99999,浙江省,1e-05,云南省,0.0,0.0,0.0,0.0,1e-05,0.99999,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5455.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5456.png,贵州省,1,贵州省,0.99995,陕西省,5e-05,云南省,0.0,0.0,0.0,0.0,0.0,0.99995,5e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5457.png,贵州省,1,贵州省,0.99997,云南省,2e-05,陕西省,1e-05,2e-05,0.0,0.0,0.0,0.99997,1e-05
