img_path,true_class,top_n预测正确,top-1-predicted-class,top-1-probs,top-2-predicted-class,top-2-probs,top-3-predicted-class,top-3-probs,class_未知_prob,class_浙江省_prob,class_非浙江_prob
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5456.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5457.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5460.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5463.png,非浙江,1,非浙江,0.99998,浙江省,2e-05,未知,0.0,0.0,2e-05,0.99998
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5472.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5477.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\548.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5490.png,非浙江,1,非浙江,0.99995,浙江省,5e-05,未知,0.0,0.0,5e-05,0.99995
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5493.png,非浙江,1,非浙江,0.9995,浙江省,0.0005,未知,0.0,0.0,0.0005,0.9995
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5495.png,非浙江,1,非浙江,0.99948,浙江省,0.00052,未知,0.0,0.0,0.00052,0.99948
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5515.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5516.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5520.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5523.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5525.png,非浙江,1,非浙江,0.99997,浙江省,3e-05,未知,0.0,0.0,3e-05,0.99997
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5527.png,非浙江,1,非浙江,0.99995,浙江省,5e-05,未知,0.0,0.0,5e-05,0.99995
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5529.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5534.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5540.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5543.png,非浙江,1,非浙江,0.99903,浙江省,0.00097,未知,0.0,0.0,0.00097,0.99903
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5544.png,非浙江,1,非浙江,0.99975,浙江省,0.00025,未知,0.0,0.0,0.00025,0.99975
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5551.png,非浙江,1,非浙江,0.94363,浙江省,0.05637,未知,0.0,0.0,0.05637,0.94363
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5575.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5576.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5580.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5586.png,非浙江,1,非浙江,0.995,浙江省,0.005,未知,0.0,0.0,0.005,0.995
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5591.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5593.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5594.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5595.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5612.png,非浙江,1,非浙江,0.99944,浙江省,0.00056,未知,0.0,0.0,0.00056,0.99944
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5624.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5627.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5634.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5635.png,非浙江,1,非浙江,0.99988,浙江省,0.00012,未知,0.0,0.0,0.00012,0.99988
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5643.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5645.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5648.png,非浙江,1,非浙江,0.99993,浙江省,7e-05,未知,0.0,0.0,7e-05,0.99993
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\566.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\567.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5671.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5674.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5677.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5679.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5688.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\570.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5700.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5707.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5715.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5716.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5717.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5722.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5728.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\573.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5733.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5740.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5742.png,非浙江,1,非浙江,0.99859,浙江省,0.00141,未知,0.0,0.0,0.00141,0.99859
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5745.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5750.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5766.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5772.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5793.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\58.png,非浙江,1,非浙江,0.99685,浙江省,0.00315,未知,0.0,0.0,0.00315,0.99685
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\580.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5807.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5810.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5811.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5812.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5819.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5820.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5822.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5829.png,非浙江,1,非浙江,0.99994,浙江省,6e-05,未知,0.0,0.0,6e-05,0.99994
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\583.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5835.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5852.png,非浙江,1,非浙江,0.99991,浙江省,8e-05,未知,1e-05,1e-05,8e-05,0.99991
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5855.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5859.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5860.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5866.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5875.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5876.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5882.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5886.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5887.png,非浙江,1,非浙江,0.99996,浙江省,4e-05,未知,0.0,0.0,4e-05,0.99996
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5898.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\59.png,非浙江,1,非浙江,0.99986,浙江省,0.00014,未知,0.0,0.0,0.00014,0.99986
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5902.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5904.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5907.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5912.png,非浙江,1,非浙江,0.99706,浙江省,0.00294,未知,0.0,0.0,0.00294,0.99706
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5916.png,非浙江,1,非浙江,0.99923,浙江省,0.00077,未知,0.0,0.0,0.00077,0.99923
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5926.png,非浙江,1,非浙江,0.9999,浙江省,0.0001,未知,0.0,0.0,0.0001,0.9999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\594.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5941.png,非浙江,1,非浙江,0.99904,浙江省,0.00096,未知,0.0,0.0,0.00096,0.99904
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5944.png,非浙江,1,非浙江,0.99962,浙江省,0.00038,未知,0.0,0.0,0.00038,0.99962
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5946.png,非浙江,1,非浙江,0.99943,浙江省,0.00057,未知,0.0,0.0,0.00057,0.99943
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5948.png,非浙江,1,非浙江,0.99994,浙江省,6e-05,未知,0.0,0.0,6e-05,0.99994
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5967.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5971.png,非浙江,1,非浙江,0.92886,浙江省,0.07114,未知,0.0,0.0,0.07114,0.92886
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5972.png,非浙江,1,非浙江,0.99987,浙江省,0.00013,未知,0.0,0.0,0.00013,0.99987
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5978.png,非浙江,1,非浙江,0.9992,浙江省,0.0008,未知,0.0,0.0,0.0008,0.9992
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5987.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5992.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5996.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5998.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\5999.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6.png,非浙江,1,非浙江,0.99916,浙江省,0.00084,未知,0.0,0.0,0.00084,0.99916
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\600.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6009.png,非浙江,1,非浙江,0.95462,浙江省,0.04538,未知,0.0,0.0,0.04538,0.95462
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6015.png,非浙江,1,非浙江,0.99965,浙江省,0.00035,未知,0.0,0.0,0.00035,0.99965
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6019.png,非浙江,1,非浙江,0.9983,浙江省,0.0017,未知,0.0,0.0,0.0017,0.9983
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6020.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6023.png,非浙江,1,非浙江,0.99993,浙江省,7e-05,未知,0.0,0.0,7e-05,0.99993
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6026.png,非浙江,1,浙江省,0.61304,非浙江,0.38696,未知,0.0,0.0,0.61304,0.38696
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6030.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\604.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6040.png,非浙江,1,非浙江,0.99822,浙江省,0.00178,未知,0.0,0.0,0.00178,0.99822
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6052.png,非浙江,1,非浙江,0.99998,浙江省,2e-05,未知,0.0,0.0,2e-05,0.99998
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\606.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6062.png,非浙江,1,非浙江,0.99955,浙江省,0.00045,未知,0.0,0.0,0.00045,0.99955
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6064.png,非浙江,1,非浙江,0.84318,浙江省,0.15682,未知,0.0,0.0,0.15682,0.84318
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6065.png,非浙江,1,非浙江,0.9948,浙江省,0.0052,未知,0.0,0.0,0.0052,0.9948
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6068.png,非浙江,1,非浙江,0.97692,浙江省,0.02308,未知,0.0,0.0,0.02308,0.97692
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6069.png,非浙江,1,非浙江,0.82905,浙江省,0.17095,未知,0.0,0.0,0.17095,0.82905
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\607.png,未知,1,未知,1.0,浙江省,0.0,非浙江,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6071.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6078.png,非浙江,1,非浙江,0.99843,浙江省,0.00157,未知,0.0,0.0,0.00157,0.99843
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6082.png,非浙江,1,非浙江,0.99674,浙江省,0.00326,未知,0.0,0.0,0.00326,0.99674
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\609.png,未知,1,未知,1.0,浙江省,0.0,非浙江,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6093.png,非浙江,1,非浙江,0.9986,浙江省,0.0014,未知,0.0,0.0,0.0014,0.9986
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\610.png,未知,1,未知,0.98161,非浙江,0.01815,浙江省,0.00025,0.98161,0.00025,0.01815
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6102.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6110.png,非浙江,1,非浙江,0.99978,浙江省,0.00022,未知,0.0,0.0,0.00022,0.99978
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6111.png,非浙江,1,非浙江,0.99988,浙江省,0.00012,未知,0.0,0.0,0.00012,0.99988
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6113.png,非浙江,1,非浙江,0.99933,浙江省,0.00067,未知,0.0,0.0,0.00067,0.99933
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6115.png,非浙江,1,非浙江,0.96899,浙江省,0.03101,未知,0.0,0.0,0.03101,0.96899
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6116.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6131.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\614.png,未知,1,未知,0.99903,非浙江,0.00093,浙江省,4e-05,0.99903,4e-05,0.00093
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6147.png,非浙江,1,非浙江,0.9982,浙江省,0.0018,未知,0.0,0.0,0.0018,0.9982
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6148.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6156.png,非浙江,1,非浙江,0.99617,浙江省,0.00383,未知,0.0,0.0,0.00383,0.99617
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6163.png,非浙江,1,非浙江,0.87501,浙江省,0.12499,未知,0.0,0.0,0.12499,0.87501
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6164.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6169.png,非浙江,1,非浙江,0.96843,浙江省,0.03157,未知,0.0,0.0,0.03157,0.96843
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6170.png,非浙江,1,非浙江,0.99962,浙江省,0.00037,未知,0.0,0.0,0.00037,0.99962
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6175.png,非浙江,1,非浙江,0.58439,浙江省,0.41561,未知,0.0,0.0,0.41561,0.58439
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6190.png,非浙江,1,非浙江,0.96096,浙江省,0.03904,未知,0.0,0.0,0.03904,0.96096
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6192.png,非浙江,1,非浙江,0.99992,浙江省,8e-05,未知,0.0,0.0,8e-05,0.99992
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6193.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\62.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\620.png,未知,1,未知,0.99987,浙江省,8e-05,非浙江,5e-05,0.99987,8e-05,5e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6202.png,非浙江,1,非浙江,0.99959,浙江省,0.00041,未知,0.0,0.0,0.00041,0.99959
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\6209.png,非浙江,1,非浙江,0.99986,浙江省,0.00014,未知,0.0,0.0,0.00014,0.99986
